log level: INFO
Bytes to send: 5378
CRC16 of data: d1c8
connecting...
will reset reader state on connect
will start inventory on connect
using antennas: (1,)
connected to ('192.168.10.102', 5084)
requested modulation: WISP5
using reader mode: {'C': 0, 'MaxTari': 6250, 'M': 2, 'PIE': 1500, 'StepTari': 0, 'R': 1, 'FLM': 2, 'MinTari': 6250, 'ModeIdentifier': 0, 'BDR': 640000, 'Mod': 0}
stopping politely
reader finished inventory
starting inventory
Read EPC: deaddeaddeadde, 1 , Result=0
Read EPC: 1337030270a8f2, 2 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270aaae, 4 , Result=0
Next block: 030270acb0(1375/2689) --- Time elapsed: 129.312 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270aaae, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270aaae, 0 , Result=5
Read EPC: 1337030270aaae, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270acb0, 3 , Result=5
Next block: 030270aeb2(1376/2689) --- Time elapsed: 129.564 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270acb0, 4 , Result=0
Read EPC: 1337030270acb0, 1 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270acb0, 4 , Result=0
Read EPC: 1337030270acb0, 1 , Result=5
Read EPC: 13370000000000, 4 , Result=0
no tags seen
Read EPC: 1337030270acb0, 2 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270acb0, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270aeb2, 3 , Result=5
Next block: 030270b0b4(1377/2689) --- Time elapsed: 129.835 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270aeb2, 4 , Result=0
Read EPC: 1337030270aeb2, 0 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270aeb2, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270aeb2, 4 , Result=0
Read EPC: 1337030270aeb2, 1 , Result=5
Read EPC: 13370000000000, 1 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270b0b4, 4 , Result=0
Next block: 030270b2b6(1378/2689) --- Time elapsed: 130.079 secs
Read EPC: 1337030270b0b4, 0 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270b0b4, 4 , Result=0
Read EPC: 1337030270b0b4, 0 , Result=5
Read EPC: 1337030270b0b4, 1 , Result=5
Read EPC: 1337030270b0b4, 4 , Result=0
Read EPC: 1337030270b0b4, 0 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270b0b4, 1 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270b2b6, 4 , Result=0
Next block: 030270b4b8(1379/2689) --- Time elapsed: 130.343 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270b2b6, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270b2b6, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270b4b8, 3 , Result=5
Next block: 030270b6ba(1380/2689) --- Time elapsed: 130.580 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270b4b8, 4 , Result=0
Read EPC: 1337030270b4b8, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270b4b8, 4 , Result=0
Read EPC: 1337030270b4b8, 3 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270b4b8, 4 , Result=0
Read EPC: 1337030270b4b8, 1 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270b4b8, 4 , Result=0
Read EPC: 1337030270b4b8, 2 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270b6ba, 4 , Result=0
Next block: 030270b8bc(1381/2689) --- Time elapsed: 130.852 secs
Read EPC: 1337030270b6ba, 1 , Result=5
Read EPC: 13370000000000, 2 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270b6ba, 1 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270b6ba, 3 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270b8bc, 2 , Result=5
Next block: 040470ba50(1382/2689) --- Time elapsed: 131.101 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270b8bc, 3 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270b8bc, 3 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370000000000, 0 , Result=5
Read EPC: 13370000000000, 0 , Result=5
Read EPC: 13370000000000, 4 , Result=6
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 1337040470ba50, 0 , Result=5
Next block: 030270bec2(1384/2689) --- Time elapsed: 131.636 secs
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 1337040470ba50, 1 , Result=5
Read EPC: 13370000000000, 1 , Result=5
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 5 , Result=0
no tags seen
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270bec2, 0 , Result=6
Next block: 040470c056(1385/2689) --- Time elapsed: 131.893 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270bec2, 2 , Result=5
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 1337040470c056, 0 , Result=5
Next block: 040470c45a(1387/2689) --- Time elapsed: 132.400 secs
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
no tags seen
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 2 , Result=5
Read EPC: 13370000000000, 1 , Result=5
Read EPC: 13370000000000, 5 , Result=0
no tags seen
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 1337040470c45a, 0 , Result=5
Next block: 040470c85e(1389/2689) --- Time elapsed: 133.441 secs
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 1337040470c45a, 0 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 3 , Result=5
no tags seen
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 1337040470c85e, 0 , Result=5
Next block: 040470cc62(1391/2689) --- Time elapsed: 134.206 secs
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 1337040470c85e, 0 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 1337040470c85e, 0 , Result=5
no tags seen
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 5 , Result=0
no tags seen
Read EPC: 13370000000000, 1 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 1337040470cc62, 0 , Result=5
Next block: 040470d066(1393/2689) --- Time elapsed: 134.996 secs
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 1337040470cc62, 0 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 1337040470cc62, 0 , Result=6
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 1337040470d066, 0 , Result=5
Next block: 040470d46a(1395/2689) --- Time elapsed: 135.226 secs
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 1337040470d066, 2 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 1337040470d46a, 3 , Result=5
Next block: 040470d86e(1397/2689) --- Time elapsed: 135.484 secs
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 1337040470d46a, 3 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 1337040470d46a, 3 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 1337040470d46a, 2 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 1337040470d86e, 0 , Result=5
Next block: 040470dc72(1399/2689) --- Time elapsed: 135.735 secs
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 1337040470d86e, 2 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 1337040470d86e, 2 , Result=5
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 1337040470dc72, 3 , Result=5
Next block: 050670e008(1401/2689) --- Time elapsed: 136.000 secs
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 1337040470dc72, 4 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 1337040470dc72, 3 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 1337040470dc72, 0 , Result=5
Read EPC: 1337040470dc72, 5 , Result=0
Read EPC: 1337040470dc72, 0 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 1337050670e008, 4 , Result=5
Next block: 050670e60e(1404/2689) --- Time elapsed: 136.260 secs
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 1337050670e008, 4 , Result=5
Read EPC: 13370000000000, 5 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 1337050670e008, 2 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 1337050670e60e, 1 , Result=5
Next block: 050670ec14(1407/2689) --- Time elapsed: 136.532 secs
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 1337050670e60e, 3 , Result=5
Read EPC: 13370000000000, 1 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 1337050670e60e, 0 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 1337050670e60e, 2 , Result=5
Read EPC: 1337050670e60e, 2 , Result=5
Read EPC: 13370000000000, 0 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 1337050670ec14, 3 , Result=5
Next block: 050670f2df(1410/2689) --- Time elapsed: 136.792 secs
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 1337050670ec14, 4 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 1337050670ec14, 1 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 1337050670f2df, 3 , Result=5
Next block: 050670f899(1413/2689) --- Time elapsed: 137.044 secs
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 1337050670f2df, 3 , Result=5
Read EPC: 13370000000000, 2 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 1337050670f2df, 1 , Result=5
Read EPC: 13370000000000, 0 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 1337050670f899, 2 , Result=5
Next block: 030270fe12(1416/2689) --- Time elapsed: 137.296 secs
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 1337050670f899, 3 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 1337050670f899, 0 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 1337050670f899, 2 , Result=5
no tags seen
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 1337050670f899, 1 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270fe12, 3 , Result=5
Next block: 050671001b(1417/2689) --- Time elapsed: 137.573 secs
Read EPC: 13370000000000, 0 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270fe12, 1 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030270fe12, 0 , Result=5
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 5 , Result=5
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 1337050671001b, 0 , Result=5
Next block: 050671066a(1420/2689) --- Time elapsed: 138.096 secs
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 13370000000000, 5 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 13370000000000, 6 , Result=0
no tags seen
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 1337050671066a, 0 , Result=5
Next block: 0506710c1a(1423/2689) --- Time elapsed: 138.653 secs
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 13370000000000, 0 , Result=5
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 6 , Result=0
no tags seen
Read EPC: 13370000000000, 5 , Result=5
Read EPC: 13370000000000, 5 , Result=5
Read EPC: 13370000000000, 5 , Result=5
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 5 , Result=5
Read EPC: 13370000000000, 4 , Result=5
no tags seen
Read EPC: 13370000000000, 5 , Result=5
Read EPC: 13370000000000, 5 , Result=5
Read EPC: 13370000000000, 2 , Result=5
Read EPC: 13370000000000, 1 , Result=5
Read EPC: 13370000000000, 6 , Result=0
Read EPC: 13370000000000, 5 , Result=5
Timeout reached. Resending (bad EPC)... 1
Undone words: 3
Resent: 0302710cda
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302710cda, 1 , Result=5
Next block: 0302710e40(1424/2689) --- Time elapsed: 141.447 secs
Read EPC: 13370000000000, 2 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302710cda, 2 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302710cda, 2 , Result=5
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302710e40, 2 , Result=5
Next block: 0302711004(1425/2689) --- Time elapsed: 141.724 secs
Read EPC: 13370000000000, 2 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302710e40, 2 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302711004, 3 , Result=5
Next block: 0302711244(1426/2689) --- Time elapsed: 141.956 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302711004, 4 , Result=0
Read EPC: 13370302711004, 0 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302711244, 2 , Result=5
Next block: 0302711408(1427/2689) --- Time elapsed: 142.243 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302711244, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302711244, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302711244, 2 , Result=5
Read EPC: 13370302711244, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302711408, 4 , Result=0
Next block: 03027116ad(1428/2689) --- Time elapsed: 142.493 secs
Read EPC: 13370302711408, 0 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302711408, 2 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302711408, 4 , Result=0
Read EPC: 13370302711408, 2 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302711408, 2 , Result=5
no tags seen
Read EPC: 13370302711408, 4 , Result=0
Read EPC: 13370302711408, 2 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703027116ad, 4 , Result=0
Next block: 03027118a2(1429/2689) --- Time elapsed: 142.761 secs
Read EPC: 133703027116ad, 0 , Result=6
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703027116ad, 3 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703027116ad, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703027116ad, 3 , Result=6
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703027118a2, 1 , Result=5
Next block: 0302711ad7(1430/2689) --- Time elapsed: 143.016 secs
Read EPC: 133703027118a2, 4 , Result=0
Read EPC: 133703027118a2, 0 , Result=5
Read EPC: 13370000000000, 2 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703027118a2, 1 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302711ad7, 4 , Result=0
Next block: 0302711ce6(1431/2689) --- Time elapsed: 143.273 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302711ad7, 4 , Result=0
Read EPC: 13370302711ad7, 0 , Result=5
Read EPC: 13370000000000, 0 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302711ad7, 4 , Result=0
Read EPC: 13370302711ad7, 1 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302711ce6, 2 , Result=5
Next block: 0302711e63(1432/2689) --- Time elapsed: 143.534 secs
Read EPC: 13370302711ce6, 4 , Result=0
Read EPC: 13370302711ce6, 3 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302711ce6, 4 , Result=0
Read EPC: 13370302711ce6, 2 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302711ce6, 4 , Result=0
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302711e63, 3 , Result=5
Next block: 04047120fa(1433/2689) --- Time elapsed: 143.778 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302711e63, 1 , Result=5
Read EPC: 13370302711e63, 3 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302711e63, 4 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704047120fa, 0 , Result=5
Next block: 04047124d7(1435/2689) --- Time elapsed: 144.052 secs
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704047120fa, 2 , Result=5
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 1 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704047124d7, 0 , Result=5
Next block: 04047128a9(1437/2689) --- Time elapsed: 144.565 secs
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 0 , Result=5
Read EPC: 13370000000000, 3 , Result=5
no tags seen
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 5 , Result=0
no tags seen
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 1 , Result=5
Read EPC: 13370000000000, 0 , Result=6
no tags seen
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Timeout reached. Resending (bad EPC)... 1
Undone words: 2
Resent: 0302712863
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302712863, 1 , Result=5
Next block: 0302712ae3(1438/2689) --- Time elapsed: 147.107 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302712863, 1 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302712863, 1 , Result=6
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302712ae3, 0 , Result=5
Next block: 0302712c21(1439/2689) --- Time elapsed: 147.386 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302712ae3, 0 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302712c21, 0 , Result=5
Next block: 0302712ec1(1440/2689) --- Time elapsed: 147.645 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302712c21, 3 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302712c21, 3 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302712c21, 2 , Result=5
no tags seen
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302712c21, 1 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302712ec1, 2 , Result=5
Next block: 0302713048(1441/2689) --- Time elapsed: 147.931 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302712ec1, 1 , Result=5
Read EPC: 13370302712ec1, 1 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302712ec1, 2 , Result=5
Read EPC: 13370000000000, 0 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302713048, 2 , Result=5
Next block: 030271327a(1442/2689) --- Time elapsed: 148.172 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302713048, 2 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302713048, 2 , Result=6
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030271327a, 3 , Result=5
Next block: 03027134ca(1443/2689) --- Time elapsed: 148.446 secs
Read EPC: 13370000000000, 2 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030271327a, 1 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030271327a, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 1337030271327a, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703027134ca, 1 , Result=5
Next block: 0302713628(1444/2689) --- Time elapsed: 148.696 secs
Read EPC: 133703027134ca, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703027134ca, 4 , Result=0
Read EPC: 133703027134ca, 0 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703027134ca, 3 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302713628, 4 , Result=0
Next block: 03027138ca(1445/2689) --- Time elapsed: 148.965 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302713628, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302713628, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302713628, 4 , Result=0
Read EPC: 13370302713628, 0 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703027138ca, 4 , Result=0
Next block: 0302713ad5(1446/2689) --- Time elapsed: 149.196 secs
Read EPC: 133703027138ca, 0 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703027138ca, 4 , Result=0
Read EPC: 133703027138ca, 1 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703027138ca, 4 , Result=0
Read EPC: 133703027138ca, 2 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 133703027138ca, 4 , Result=0
Read EPC: 13370000000000, 1 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302713ad5, 3 , Result=5
Next block: 0404713c97(1447/2689) --- Time elapsed: 149.501 secs
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302713ad5, 4 , Result=0
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302713ad5, 1 , Result=5
Read EPC: 13370302713ad5, 4 , Result=0
Read EPC: 13370302713ad5, 0 , Result=5
Read EPC: 13370000000000, 4 , Result=0
Read EPC: 13370302713ad5, 4 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370404713c97, 0 , Result=5
Next block: 0404714076(1449/2689) --- Time elapsed: 149.748 secs
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370404713c97, 5 , Result=0
no tags seen
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370404713c97, 0 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370404714076, 3 , Result=5
Next block: 04047144b7(1451/2689) --- Time elapsed: 149.998 secs
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370404714076, 3 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370404714076, 3 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370404714076, 4 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704047144b7, 2 , Result=5
Next block: 04047148ec(1453/2689) --- Time elapsed: 150.253 secs
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704047144b7, 3 , Result=5
Read EPC: 13370000000000, 2 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704047148ec, 1 , Result=5
Next block: 0404714cad(1455/2689) --- Time elapsed: 150.523 secs
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704047148ec, 1 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704047148ec, 0 , Result=5
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 4 , Result=5
no tags seen
Read EPC: 13370000000000, 0 , Result=5
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
no tags seen
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370404714cad, 0 , Result=5
Next block: 04047150da(1457/2689) --- Time elapsed: 151.559 secs
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 2 , Result=5
no tags seen
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 5 , Result=0
no tags seen
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 2 , Result=5
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 2 , Result=5
no tags seen
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704047150da, 0 , Result=5
Next block: 0404715455(1459/2689) --- Time elapsed: 153.091 secs
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 4 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370404715455, 0 , Result=5
Next block: 04047158ef(1461/2689) --- Time elapsed: 153.352 secs
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 3 , Result=5
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704047158ef, 1 , Result=5
Next block: 0404715cb3(1463/2689) --- Time elapsed: 153.616 secs
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 133704047158ef, 1 , Result=5
Read EPC: 13370000000000, 2 , Result=5
Read EPC: 13370000000000, 5 , Result=0
no tags seen
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370000000000, 5 , Result=0
Read EPC: 13370404715cb3, 0 , Result=5
